Ranking,Nome,Categoria,Lançamento,Pontuação (Multi),Pontuação (Single),Preço,Socket,Tdp,cpuCounts,Núcleos,Threads,Clock Base (MHz),Clock Turbo (MHz)
3135,Intel Celeron G6900TE,Mobile/Embedded,Dec 2023,"2,782","1,610",NA,FCLGA1700,35,1,2,1,2400,NA
3136,T610S-Unisoc,Mobile/Embedded,Jan 2023,"2,781","1,191",NA,Unknown,NA,1,8,1,2002,NA
3139,Intel Core i7-5550U @ 2.00GHz,Laptop,Apr 2016,"2,780","1,625",NA,FCBGA1168,15,1,2,2,2000,3000
3138,Intel Core2 Extreme X9775 @ 3.20GHz,Desktop,Feb 2009,"2,780","1,451","$1,805.95*",LGA771,150,1,4,1,3200,NA
3137,Unisoc UIS7862S,Mobile/Embedded,Aug 2024,"2,780","1,135",NA,Unknown,NA,1,8,1,2000,NA
3140,ARM Cortex-A78AE 6 Core 1728 MHz,Unknown,Jan 2025,"2,778",907,NA,Unknown,NA,1,6,1,1728,NA
3141,ARM ARMv8 rev 1 (v8l) 6 Core 1984 MHz,Mobile/Embedded,Mar 2024,"2,776",927,NA,Unknown,NA,1,6,1,1984,NA
3142,"Qualcomm Technologies, Inc QCM6125",Mobile/Embedded,Jan 2023,"2,775",979,NA,Unknown,NA,1,8,1,2016,NA
3144,MediaTek G85 (MT6769Z),Mobile/Embedded,Feb 2021,"2,774","1,099",NA,Unknown,NA,1,8,1,2000,NA
3145,Mediatek MT6769V-CB,Mobile/Embedded,Feb 2025,"2,774","1,103",NA,Unknown,NA,1,8,1,2000,NA
3143,MediaTek MT6779V-CV,Mobile/Embedded,Feb 2021,"2,774","1,112",NA,Unknown,NA,1,8,1,2200,NA
3146,"Qualcomm Technologies, Inc SM6225",Mobile/Embedded,Jan 2022,"2,772","1,079",NA,Unknown,NA,1,8,1,2400,NA
3147,T618,Mobile/Embedded,Jan 2022,"2,771","1,179",NA,Unknown,NA,1,8,1,2002,NA
3148,AMD Athlon PRO 3045B,Laptop,Feb 2023,"2,770","1,520",NA,FP5,15,1,2,1,2300,3200
3149,Intel Celeron G5905 @ 3.50GHz,Desktop,Sep 2020,"2,770","2,154",$48.78*,FCLGA1200,58,1,2,1,3500,NA
3150,Spreadtrum UMS9230S,Mobile/Embedded,Oct 2025,"2,766","1,110",NA,Unknown,NA,1,8,1,2210,NA
3151,Intel Core i7-870S @ 2.67GHz,Desktop,Dec 2010,"2,765","1,493",NA,LGA1156,82,1,4,2,2670,3600
3153,AMD Opteron X3418 APU,Server,Mar 2019,"2,764","1,330",NA,Unknown,25,1,4,1,1800,3200
3154,Intel Core m3-8100Y @ 1.10GHz,"Laptop, Mobile/Embedded",Dec 2018,"2,764","1,608",$281.00*,FCBGA1515,5,1,2,2,1100,3400
3152,Spreadtrum UMS9230T,Mobile/Embedded,Aug 2025,"2,764","1,203",NA,Unknown,NA,1,8,1,1950,NA
3155,Spreadtrum T7200,Mobile/Embedded,Nov 2025,"2,761",987,NA,Unknown,NA,1,8,1,1612,NA
3156,AMD Athlon X4 850,Unknown,Apr 2023,"2,756","1,286",NA,FM2+,65,1,4,1,3200,3900
3157,AMD A10-5700 APU,Desktop,Jun 2012,"2,755","1,431",$68.02*,FM2,65,1,2,2,3400,4000
3158,Intel Xeon X5482 @ 3.20GHz,Server,Mar 2009,"2,755","1,400",$99.95*,LGA771,150,1,4,1,3200,NA
3159,Intel Core 860 @ 2.80GHz,Unknown,Jan 2010,"2,754","1,142",$121.98*,Unknown,NA,1,4,2,2800,NA
3160,Mediatek MT6768,Mobile/Embedded,Mar 2024,"2,752","1,095",NA,Unknown,NA,1,8,1,2000,NA
3161,AMD Athlon X4 750 Quad Core,Desktop,Mar 2015,"2,751","1,510",$94.75*,FM2,65,1,4,1,3400,3900
3162,Intel Xeon L3426 @ 1.87GHz,Server,Mar 2010,"2,742","1,259",$199.99*,LGA1156,45,1,4,2,1870,3200
3163,Intel Xeon E5530 @ 2.40GHz,Server,Apr 2009,"2,739","1,152",$29.99*,LGA1366,80,1,4,2,2400,2660
3164,Intel Xeon E5-2603 v2 @ 1.80GHz,Server,Nov 2014,"2,735",993,$992.00*,LGA 2011,80,1,4,1,1800,NA
3165,ARM Cortex-A76 4 Core 3100 MHz,Unknown,Jul 2024,"2,734","1,341",NA,Unknown,NA,1,4,1,3100,NA
3167,AMD FX-4130 Quad-Core,Desktop,Dec 2012,"2,726","1,348",$52.02*,AM3+,125,1,2,2,3800,3900
3166,Intel Core i5-8210Y @ 1.60GHz,Laptop,Feb 2019,"2,726","1,650",NA,FCBGA1515,7,1,2,2,1600,3600
3168,Intel Core i3-7100U @ 2.40GHz,Laptop,Oct 2016,"2,722","1,369",$462.00*,FCBGA1356,15,1,2,2,2400,NA
3169,"ARM Phytium,FT-2000-4 8 Core 2300 MHz",Mobile/Embedded,Oct 2022,"2,720",603,NA,Unknown,NA,1,8,1,2300,NA
3170,AMD A6-9400,Laptop,Nov 2019,"2,717","1,664",NA,FT4,10,1,2,1,2400,3200
3171,MediaTek G80 (MT6769V-CU),Mobile/Embedded,Feb 2021,"2,717","1,058",NA,Unknown,NA,1,8,1,2000,NA
3172,"Qualcomm Technologies, Inc SDM710",Mobile/Embedded,Jan 2021,"2,716","1,179",NA,Unknown,NA,1,8,1,2208,NA
3173,Intel Celeron G4950 @ 3.30GHz,Desktop,Mar 2021,"2,714","2,041",$63.12*,FCLGA1151,54,1,2,1,3300,NA
3174,MediaTek G88 (MT6769H),Mobile/Embedded,Nov 2021,"2,714","1,017",NA,Unknown,NA,1,8,1,2000,NA
3175,Intel Core i7-4600U @ 2.10GHz,Laptop,Jul 2013,"2,709","1,633",NA,FCBGA1168,15,1,2,2,2100,3300
3176,AMD PRO A12-9800B,Laptop,Jul 2016,"2,705","1,401",NA,FP4,15,1,4,1,2700,3600
3177,Intel Core i5-5300U @ 2.30GHz,Laptop,Jan 2015,"2,703","1,604",$289.99*,FCBGA1168,15,1,2,2,2300,2900
3178,Intel Core2 Extreme X9770 @ 3.20GHz,Desktop,Nov 2008,"2,701","1,394","$1,608.95*",LGA775,136,1,4,1,3200,NA
3179,AMD Opteron 3350 HE,Server,Jun 2013,"2,699","1,263",$358.00*,Unknown,45,1,4,1,2800,3800
3180,Intel Core m3-7Y32 @ 1.10GHz,"Laptop, Mobile/Embedded",Jul 2017,"2,698","1,613",NA,FCBGA1515,4.5,1,2,2,1100,3000
690,AMD Opteron 885,Server,Jun 2006,"2,696",NA,NA,949,95,4,2,1,2600,NA
3181,Intel Core i5-3610ME @ 2.70GHz,Laptop,Jan 2012,"2,694","1,599",NA,BGA1023,35,1,2,2,2700,3300
3182,MediaTek MT6771V-C,Mobile/Embedded,Jan 2021,"2,693",892,NA,Unknown,NA,1,8,1,1989,NA
3183,Hisilicon Kirin970,Mobile/Embedded,Jan 2021,"2,692",919,NA,Unknown,NA,1,8,1,2362,NA
3184,AMD Phenom II X4 B65,Desktop,Jan 2011,"2,690","1,370",NA,AM2+/AM3,NA,1,4,1,3400,NA
3185,"ARM Phytium,D2000-8 8 Core 2300 MHz",Mobile/Embedded,Feb 2023,"2,690",591,NA,Unknown,NA,1,8,1,2300,NA
3187,MediaTek MT6771V-CT,Mobile/Embedded,Feb 2021,"2,686",908,NA,Unknown,NA,1,8,1,2106,NA
3186,Mediatek MT8786,Mobile/Embedded,Sep 2024,"2,686","1,069",NA,Unknown,NA,1,8,1,2000,NA
3188,MediaTek MT6779V-CU,Mobile/Embedded,Jan 2021,"2,683","1,180",NA,Unknown,NA,1,8,1,2200,NA
3190,Intel Core i5-3340M @ 2.70GHz,Laptop,Jan 2013,"2,681","1,637",$105.00*,BGA1023,35,1,2,2,2700,3400
3189,Intel Core i5-4402E @ 1.60GHz,Laptop,Jan 2016,"2,681","1,510",NA,FCBGA1364,25,1,2,2,1600,2700
3192,Intel Celeron J4115 @ 1.80GHz,Desktop,Mar 2020,"2,678","1,061",NA,Unknown,NA,1,4,1,1800,2500
3191,Intel Core i3-4110M @ 2.60GHz,Laptop,Dec 2014,"2,678","1,389",NA,FCPGA946,37,1,2,2,2600,NA
3193,ARM Cortex-A76 4 Core 1608 MHz,Unknown,May 2025,"2,677",843,NA,Unknown,NA,1,4,2,1608,NA
3194,Intel Core i5-760 @ 2.80GHz,Desktop,Jul 2010,"2,677","1,296",$98.05*,LGA1156,95,1,4,1,2800,3330
3195,ARM D2000-8 8 Core 2300 MHz,Mobile/Embedded,Apr 2022,"2,674",589,NA,Unknown,NA,1,8,1,2300,NA
3196,Intel Xeon E5-2403 v2 @ 1.80GHz,Server,Apr 2015,"2,672",983,$541.00*,FCLGA1356,80,1,4,1,1800,NA
3197,Intel Pentium G4520 @ 3.60GHz,Desktop,Nov 2015,"2,670","1,983",$285.00*,FCLGA1151,51,1,2,1,3600,NA
3198,Unisoc T606,Mobile/Embedded,Aug 2022,"2,670",986,NA,Unknown,NA,1,8,1,1612,NA
3200,Intel Celeron G5900 @ 3.40GHz,Desktop,Jun 2020,"2,669","2,109",NA,FCLGA1200,58,1,2,1,3400,NA
3199,Intel Core i5-4288U @ 2.60GHz,Laptop,Jul 2013,"2,669","1,630",NA,FCBGA1168,28,1,2,2,2600,3100
3201,Intel Core2 Extreme X9750 @ 3.16GHz,Desktop,Mar 2009,"2,668","1,361",NA,Unknown,NA,1,4,1,3160,NA
3202,AMD Phenom II X4 965,Desktop,Aug 2009,"2,664","1,367",$64.02*,AM3,125,1,4,1,3400,NA
3203,AMD RX-427BB,Laptop,Mar 2015,"2,662","1,278",NA,FP3,35,1,4,1,2700,3600
3204,Intel Core i5-3320M @ 2.60GHz,Laptop,Apr 2012,"2,656","1,607",$44.04*,BGA1023,35,1,2,2,2600,3300
3205,Spreadtrum T606,Mobile/Embedded,Apr 2023,"2,653",961,NA,Unknown,NA,1,8,1,1612,NA
3206,AMD Athlon II X4 559,Desktop,Sep 2013,"2,652","1,397",NA,Unknown,NA,1,4,1,3400,NA
3207,Intel Core i3-3250T @ 3.00GHz,Desktop,Mar 2016,"2,650","1,684",NA,FCLGA1155,35,1,2,2,3000,NA
3211,AMD Athlon X4 740 Quad Core,Desktop,Nov 2012,"2,646","1,357",$10.00*,FM2,65,1,2,2,3200,3700
3209,"Qualcomm Technologies, Inc BENGALP",Mobile/Embedded,Feb 2021,"2,646",940,NA,Unknown,NA,1,8,1,2016,NA
3208,Spreadtrum T610,Mobile/Embedded,Dec 2023,"2,646","1,113",NA,Unknown,NA,1,8,1,1820,NA
3210,Unisoc T700,Mobile/Embedded,Nov 2021,"2,646","1,067",NA,Unknown,NA,1,8,1,1820,NA
3212,AMD Phenom II X4 975,Desktop,Jan 2011,"2,638","1,352",$69.95*,AM3,125,1,4,1,3600,NA
3213,UIS7862A,Mobile/Embedded,Apr 2022,"2,638","1,065",NA,Unknown,NA,1,8,1,1820,NA
3215,AMD RX-425BB,Mobile/Embedded,Apr 2021,"2,637","1,178",NA,FP3,35,1,4,1,2500,3400
3214,Intel Core i7-4510U @ 2.00GHz,Laptop,May 2014,"2,637","1,564",NA,FCBGA1168,15,1,2,2,2000,3100
3216,AMD A12-9720P,Laptop,Jul 2017,"2,633","1,293",NA,FP4,15,1,4,1,2700,3600
3218,ARM Cortex-A76 4 Core 2900 MHz,Mobile/Embedded,Nov 2023,"2,631","1,293",NA,Unknown,NA,1,4,1,2900,NA
3217,QTI SM4250,Mobile/Embedded,Feb 2025,"2,631",802,NA,Unknown,NA,1,8,1,1804,NA
691,Intel Xeon E5310 @ 1.60GHz,Server,Mar 2009,"2,629",641,$98.00*,LGA771,80,2,4,1,1600,NA
3220,AMD FX-4100 Quad-Core,Desktop,Oct 2011,"2,628","1,285",$18.99*,AM3+,95,1,2,2,3600,3800
3219,Intel Core i3-6100U @ 2.30GHz,Laptop,Oct 2015,"2,628","1,322",$529.99*,FCBGA1356,15,1,2,2,2300,NA
3221,Intel Xeon E5-2407 @ 2.20GHz,Server,Jan 2012,"2,628",890,$25.00*,LGA 1356,80,1,4,1,2200,NA
3222,"Qualcomm Technologies, Inc SDM712",Mobile/Embedded,Feb 2021,"2,628","1,225",NA,Unknown,NA,1,2,1,2304,NA
3223,AMD Phenom II X4 B60,Desktop,Oct 2010,"2,627","1,346",NA,Unknown,NA,1,4,1,3300,NA
3224,AMD PRO A12-8830B,Laptop,Sep 2017,"2,626","1,371",NA,BGA (FP4),15,1,4,1,2500,3400
3225,Samsung Exynos 8890,Mobile/Embedded,Jan 2021,"2,624",933,NA,Unknown,NA,1,8,1,2600,NA
3226,AMD 3015e,Laptop,Jul 2020,"2,623","1,295",NA,Unknown,6,1,2,2,1200,2300
3227,QTI SDM660,Mobile/Embedded,Apr 2023,"2,623",913,NA,Unknown,NA,1,8,1,2208,NA
3228,Intel Core i7-3687U @ 2.10GHz,Laptop,Jan 2013,"2,621","1,585",NA,BGA1023,17,1,2,2,2100,3300
3229,Intel Core i5-680 @ 3.60GHz,Desktop,May 2010,"2,620","1,587",$310.17*,LGA1156,73,1,2,2,3600,3860
3230,ARM Cortex-A76 4 Core 3000 MHz,Mobile/Embedded,Oct 2023,"2,619","1,303",NA,Unknown,NA,1,4,1,3000,NA
3232,AMD A8-5500 APU,Desktop,Jun 2012,"2,618","1,340",$58.95*,FM2,65,1,2,2,3200,3700
3231,Intel Core i5-4258U @ 2.40GHz,Laptop,Jul 2013,"2,618","1,572",NA,FCBGA1168,28,1,2,2,2400,2900
3234,AMD A8-5500B APU,Desktop,Mar 2013,"2,617","1,343",$49.04*,FM2,65,1,2,2,3200,3700
3233,Unisoc T618,Mobile/Embedded,Feb 2021,"2,617","1,167",NA,Unknown,NA,1,8,1,2002,NA
3235,AMD Opteron 6172,Server,Aug 2010,"2,615",564,$189.95*,G34,115,1,12,1,2100,NA
3236,Intel Celeron 6600HLE @ 2.10GHz,Mobile/Embedded,Feb 2026,"2,614","1,451",NA,FCBGA1787,NA,1,2,1,2100,NA
3237,MediaTek G80 (MT6769T),Mobile/Embedded,Jan 2021,"2,613","1,099",NA,Unknown,NA,1,8,1,2000,NA
3239,Intel Atom x7211E,Mobile/Embedded,Feb 2025,"2,610","1,497",$39.00*,FCBGA1264,6,1,2,1,3200,NA
3238,Snapdragon 835,"Laptop, Mobile/Embedded",Mar 2021,"2,610","1,018",NA,Unknown,9,1,8,1,2600,NA
3240,Intel N50,Mobile/Embedded,Aug 2023,"2,609","1,713",NA,FCBGA1264,6,1,2,1,1000,3400
3242,Intel Core i3-7102E @ 2.10GHz,Laptop,Jun 2019,"2,599","1,302",$225.00*,FCBGA1440,25,1,2,2,2100,NA
3241,Unisoc ums512,Mobile/Embedded,May 2021,"2,599","1,111",NA,Unknown,NA,1,8,1,2002,NA
3244,AMD Phenom II X4 B55,Desktop,Feb 2010,"2,594","1,330",NA,AM2+/AM3,NA,1,4,1,3300,NA
3243,Intel Atom x7213RE,Mobile/Embedded,Dec 2024,"2,594","1,563",$47.00*,FCBGA1264,9,1,2,1,2000,3400
3245,Intel Core i3-5157U @ 2.50GHz,Laptop,Sep 2015,"2,593","1,392",NA,FCBGA1168,28,1,2,2,2500,NA
3246,Intel Pentium Silver N5000 @ 1.10GHz,Laptop,Mar 2018,"2,590","1,124",$161.00*,FCBGA1090,6,1,4,1,1100,2700
3247,"Qualcomm Technologies, Inc SDM670",Mobile/Embedded,Feb 2021,"2,589","1,102",NA,Unknown,NA,1,8,1,1996,NA
3248,Intel Core i5-5350U @ 1.80GHz,Laptop,Jun 2015,"2,588","1,643",NA,FCBGA1168,15,1,2,2,1800,2900
3250,AMD PRO A12-8800B,Laptop,Sep 2015,"2,584","1,314",NA,FP4,15,1,2,2,2100,3400
3249,Intel Core i5-7Y54 @ 1.20GHz,Laptop,Oct 2016,"2,584","1,470",NA,FCBGA1515,4.5,1,2,2,1200,3200
3251,Intel Xeon E5450 @ 3.00GHz,Server,Apr 2009,"2,583","1,287",$36.99*,LGA771,80,1,4,1,3000,NA
3252,MediaTek MT8183,Mobile/Embedded,Jan 2021,"2,582",901,NA,Unknown,NA,1,8,1,1989,NA
3253,ARM Cortex-A76 4 Core 3400 MHz,Mobile/Embedded,Nov 2023,"2,580","1,282",NA,Unknown,NA,1,4,1,3400,NA
3254,ARM Cortex-A76 4 Core 3200 MHz,Mobile/Embedded,Jan 2024,"2,579","1,291",NA,Unknown,NA,1,4,1,3200,NA
3255,Intel Xeon E5607 @ 2.27GHz,Server,Apr 2011,"2,578",867,$27.99*,LGA1366,80,1,4,1,2270,NA
3256,Intel Celeron G5920 @ 3.50GHz,Desktop,Dec 2020,"2,577","2,123",$59.99*,FCLGA1200,58,1,2,1,3500,NA
3257,T610-Unisoc,Mobile/Embedded,Sep 2021,"2,575","1,069",NA,Unknown,NA,1,8,1,1820,NA
3258,Intel Xeon X5460 @ 3.16GHz,Server,Feb 2009,"2,571","1,345",$219.55*,LGA771,120,1,4,1,3160,NA
3260,Intel Core i3-7020U @ 2.30GHz,Laptop,May 2018,"2,569","1,300",$281.00*,FCBGA1356,15,1,2,2,2300,NA
3259,Intel Core i5-3230M @ 2.60GHz,Laptop,Jan 2013,"2,569","1,570",$99.99*,PGA988,35,1,2,2,2600,3200
3261,Intel Xeon X3380 @ 3.16GHz,Server,Jan 2009,"2,568","1,357",$509.95*,LGA775,95,1,4,1,3160,NA
3262,AMD Athlon II X4 557,Desktop,Jul 2021,"2,567","1,345",NA,AM3,160,1,4,1,3200,3666
3263,Intel Pentium G4400 @ 3.30GHz,Desktop,Oct 2015,"2,563","1,982",$75.90,FCLGA1151,54,1,2,1,3300,NA
3264,AMD Phenom II X4 B97,Desktop,Sep 2010,"2,562","1,318",$79.95*,AM2+/AM3,95,1,4,1,3200,NA
3265,"Qualcomm Technologies, Inc TRINKET-IOT",Mobile/Embedded,May 2023,"2,559",933,NA,Unknown,NA,1,8,1,2016,NA
3266,AMD FX-7600P,Laptop,Jan 2015,"2,557","1,238",NA,FP3,35,1,4,1,2700,3600
3267,Unisoc T612,Mobile/Embedded,Oct 2022,"2,556","1,049",NA,Unknown,NA,1,8,1,1820,NA
3268,Intel Xeon X3370 @ 3.00GHz,Server,May 2009,"2,555","1,266",$40.00*,LGA775,95,1,4,1,3000,NA
3269,AMD Phenom II X4 955,Desktop,Mar 2009,"2,554","1,296",$59.01*,AM3,125,1,4,1,3200,NA
3272,ARM ARMv8 rev 1 (v8l) 6 Core 1510 MHz,Mobile/Embedded,May 2023,"2,553",807,NA,Unknown,NA,1,6,1,1510,NA
3271,Intel Celeron 7305,Laptop,Mar 2022,"2,553",838,$107.00*,FCBGA1744,15,1,1,1,1100,NA
3270,Intel Core i5-670 @ 3.47GHz,Desktop,Jan 2010,"2,553","1,533",$109.08*,LGA1156,73,1,2,2,3470,3730
3273,Intel Celeron G4930 @ 3.20GHz,Desktop,Sep 2019,"2,551","1,943",$60.00,FCLGA1151-2,54,1,2,1,3200,NA
3274,Intel Xeon E3-1220L V2 @ 2.30GHz,Server,Mar 2014,"2,551","1,637",$177.66*,LGA1155,17,1,2,2,2300,3500
3275,Samsung Exynos 9611,Mobile/Embedded,Feb 2021,"2,551",984,NA,Unknown,NA,1,8,1,2314,NA
3276,Intel Core i5-7Y57 @ 1.20GHz,Laptop,Feb 2017,"2,550","1,546",NA,FCBGA1515,4.5,1,2,2,1200,3300
3277,Qualcomm SM4250,Mobile/Embedded,Jul 2023,"2,550",794,NA,Unknown,NA,1,8,1,1804,NA
3278,Intel Core i5-750 @ 2.67GHz,Desktop,Sep 2009,"2,548","1,223",$48.59*,LGA1156,95,1,4,1,2670,3200
3280,AMD A8-6500 APU,Desktop,Aug 2013,"2,541","1,340",$27.80*,FM2,65,1,2,2,3500,4100
3279,Intel Xeon E5520 @ 2.27GHz,Server,Mar 2009,"2,541","1,060",$26.99*,LGA1366,80,1,4,2,2270,2530
3281,Intel Pentium Silver N5030 @ 1.10GHz,Laptop,Feb 2020,"2,540","1,205",NA,FCBGA1090,6,1,4,1,1100,3100
3282,Intel Core i7-7Y75 @ 1.30GHz,"Desktop, Laptop",Oct 2016,"2,537","1,505",NA,FCBGA1515,4.5,1,2,2,1300,3600
3283,AMD Phenom II X4 B99,Desktop,Oct 2011,"2,536","1,377",NA,Unknown,95,1,4,1,3300,NA
3284,Intel Core i5-4310U @ 2.00GHz,Laptop,Apr 2014,"2,532","1,497",NA,FCBGA1168,15,1,2,2,2000,3000
3285,ARM Kryo-4XX-Gold 8 Core 1804 MHz,Mobile/Embedded,Apr 2023,"2,531","1,128",NA,Unknown,NA,1,8,1,1804,NA
3286,AMD PRO A10-9700B,Laptop,Jan 2018,"2,530","1,304",NA,FP4,15,1,4,1,2500,3400
3287,AMD Athlon II X4 555,Desktop,Dec 2010,"2,526","1,244",NA,Unknown,NA,1,4,1,3200,NA
3288,QTI QCM4325,Mobile/Embedded,Nov 2024,"2,526","1,195",NA,Unknown,NA,1,6,1,2400,NA
3289,AMD A10-9620P,Laptop,Aug 2017,"2,524","1,265",NA,Unknown,15,1,4,1,2500,3400
3291,"ARM Phytium,D2000-8 E8C 8 Core 2300 MHz",Mobile/Embedded,May 2022,"2,522",587,NA,Unknown,NA,1,8,1,2300,NA
3290,Intel Xeon L5530 @ 2.40GHz,Server,Oct 2011,"2,522","1,169",$62.00*,LGA1366,60,1,4,2,2400,2660
3292,Intel Core i3-4100M @ 2.50GHz,Laptop,Oct 2014,"2,519","1,380",$218.57*,FCPGA946,37,1,2,2,2500,NA
3293,Intel Core2 Quad Q9650 @ 3.00GHz,Desktop,Dec 2008,"2,518","1,285",$189.95*,LGA775,95,1,4,1,3000,NA
3294,QTI QCM4290,Mobile/Embedded,Aug 2023,"2,512",798,NA,Unknown,NA,1,8,1,2016,NA
3295,ARM ARMv8 rev 1 (v8l) 6 Core 1971 MHz,Mobile/Embedded,Aug 2022,"2,510",799,NA,Unknown,NA,1,6,1,1971,NA
3296,AMD Athlon II X4 650,Desktop,Aug 2011,"2,507","1,312",$166.60*,Unknown,95,1,4,1,3200,NA
3297,Apple A9X,Mobile/Embedded,Feb 2021,"2,506","1,505",NA,Unknown,NA,1,2,1,2160,2260
3298,Intel Core i5-5200U @ 2.20GHz,Laptop,Dec 2014,"2,503","1,492",$281.00*,FCBGA1168,15,1,2,2,2200,2700
3299,AMD Phenom Ultra X4 24500,Desktop,May 2011,"2,501",NA,NA,Unknown,NA,1,4,1,-1,NA
3300,Intel Core i5-2390T @ 2.70GHz,Desktop,Aug 2011,"2,501","1,511",$99.90*,LGA1155,35,1,2,2,2700,3500
3301,MediaTek G80 (MT6769V-CT),Mobile/Embedded,Mar 2021,"2,498","1,045",NA,Unknown,NA,1,8,1,2000,NA
3302,samsung exynos7885,Mobile/Embedded,Dec 2023,"2,496",984,NA,Unknown,NA,1,8,1,2080,NA
3303,Intel Xeon L7455 @ 2.13GHz,Server,Nov 2014,"2,494",601,NA,PGA604,65,1,6,1,2130,NA
3304,ARM Cortex-A76 4 Core 3300 MHz,Mobile/Embedded,Nov 2023,"2,493","1,288",NA,Unknown,NA,1,4,1,3300,NA
3305,Hisilicon Kirin 955,Mobile/Embedded,Jun 2022,"2,491",633,NA,Unknown,NA,1,8,1,2516,NA
3307,Intel Core i5-4300U @ 1.90GHz,Laptop,Jul 2013,"2,489","1,473",NA,FCBGA1168,15,1,2,2,1900,2900
3306,Intel Core i7-4500U @ 1.80GHz,Laptop,Jan 2013,"2,489","1,484",NA,BGA1168,15,1,2,2,1800,3000
3308,"Qualcomm Technologies, Inc TRINKET",Mobile/Embedded,Jan 2021,"2,489",905,NA,Unknown,NA,1,8,1,2016,NA
3309,AMD Athlon II X4 655,Desktop,Jan 2014,"2,487","1,430",NA,AM2+ (940-pin),95,1,4,1,3300,NA
3310,AMD FX-9800P,Laptop,Jun 2016,"2,485","1,178",NA,Unknown,15,1,4,1,2700,3600
3311,ARM Cortex-A76 4 Core 2800 MHz,Mobile/Embedded,Nov 2023,"2,481","1,213",NA,Unknown,NA,1,4,1,2800,NA
3312,MediaTek G70 (MT6769V-CB),Mobile/Embedded,Feb 2021,"2,480","1,125",NA,Unknown,NA,1,8,1,2000,NA
3313,AMD Opteron 8439 SE,Server,Feb 2013,"2,479",590,"$3,647.35*",F (1207),105,1,6,1,2800,NA
3314,Snapdragon 662,Mobile/Embedded,Jul 2021,"2,475",917,NA,Unknown,NA,1,4,1,2016,NA
3315,Intel Core i7-4560U @ 1.60GHz,Laptop,Mar 2016,"2,473","1,305",NA,Unknown,NA,1,2,2,1600,3000
3316,"Qualcomm Technologies, Inc BENGAL",Mobile/Embedded,Jan 2021,"2,469",881,NA,Unknown,NA,1,8,1,2016,NA
3317,AMD Phenom II X4 B50,Desktop,Jun 2009,"2,466","1,289",NA,AM2+/AM3,NA,1,4,1,3200,NA
3318,AMD A8-8600P,Laptop,Aug 2015,"2,464","1,189",NA,FP4,15,1,2,2,1600,3000
3319,Intel Core i5-3210M @ 2.50GHz,Laptop,Mar 2012,"2,464","1,516",$52.02*,PGA988B,35,1,2,2,2500,3100
3320,Intel Core i3-3250 @ 3.50GHz,Desktop,Jan 2013,"2,463","1,833",$90.00*,LGA1155,55,1,2,2,3500,NA
3321,AMD Phenom II X4 850,Desktop,Jul 2011,"2,462","1,268",$64.99*,AM2+/AM3,95,1,4,1,3300,NA
3323,Intel Core i7-4650U @ 1.70GHz,Laptop,Jan 2013,"2,461","1,573",NA,BGA1168,15,1,2,2,1700,3300
3322,Qualcomm SDM660,Mobile/Embedded,Jun 2023,"2,461",780,NA,Unknown,NA,1,8,1,2208,NA
3324,MediaTek MT6771V-W,Mobile/Embedded,Jan 2021,"2,460",881,NA,Unknown,NA,1,8,1,1989,NA
3325,Intel Xeon D-1602 @ 2.50GHz,Server,Dec 2020,"2,459","1,435",$106.00*,FCBGA1667,27,1,2,2,2500,3200
3326,Intel Celeron N4120 @ 1.10GHz,Laptop,Jan 2020,"2,458","1,066",NA,FCBGA1090,6,1,4,1,1100,2600
3327,Intel Core i7-3667U @ 2.00GHz,Laptop,Jun 2012,"2,458","1,487",NA,BGA1023,17,1,2,2,2000,3200
3328,Intel Core i7-2640M @ 2.80GHz,Laptop,Oct 2011,"2,457","1,489",$109.95*,BGA1023,35,1,2,2,2800,3500
3329,AMD Phenom II X4 840,Desktop,Feb 2011,"2,456","1,301",$30.00*,AM2+/AM3,95,1,4,1,3200,NA
3330,Intel Celeron N4100 @ 1.10GHz,Laptop,May 2018,"2,454","1,001",$107.00*,FCBGA1090,6,1,4,1,1100,2400
3331,Samsung A04S EUR OPEN REV03C board based on EXYNOS,Mobile/Embedded,Dec 2022,"2,452",688,NA,Unknown,NA,1,8,1,2002,NA
3332,Intel Celeron 7305E,Mobile/Embedded,Dec 2023,"2,451",789,$107.00*,FCBGA1744,15,1,1,1,1000,NA
3334,Intel Core i5-5250U @ 1.60GHz,Laptop,Jan 2015,"2,448","1,516",$529.99*,FCBGA1168,15,1,2,2,1600,2700
3333,Intel Pentium G3470 @ 3.60GHz,Desktop,May 2015,"2,448","2,094",$314.15*,LGA1150,53,1,2,1,3600,NA
3335,Hisilicon Kirin710,Mobile/Embedded,Jan 2021,"2,447",941,NA,Unknown,NA,1,8,1,2189,NA
3336,Intel Core i7-4610Y @ 1.70GHz,Desktop,Jan 2013,"2,446","1,583",NA,BGA1168,11.5,1,2,2,1700,2900
692,Intel Xeon 5160 @ 3.00GHz,Server,Feb 2009,"2,444","1,204",$87.00*,LGA771,80,2,2,1,3000,NA
3337,Intel Core i7-8500Y @ 1.50GHz,Laptop,Oct 2018,"2,443","1,417",$393.00*,FCBGA1515,5,1,2,2,1500,4200
3338,Intel Xeon E5606 @ 2.13GHz,Server,May 2011,"2,443",944,$80.00*,LGA1366,80,1,4,1,2130,NA
