Ranking,Nome,Categoria,Lançamento,Pontuação (Multi),Pontuação (Single),Preço,Socket,Tdp,cpuCounts,Núcleos,Threads,Clock Base (MHz),Clock Turbo (MHz)
3339,Intel Core m3-7Y30 @ 1.00GHz,Laptop,Oct 2016,"2,441","1,331",NA,FCBGA1515,4.5,1,2,2,1000,2600
3340,"Qualcomm Technologies, Inc SDM660",Mobile/Embedded,Jan 2021,"2,439",966,NA,Unknown,NA,1,8,1,2208,NA
3341,Intel Celeron G4920 @ 3.20GHz,Desktop,Aug 2018,"2,435","1,838",$115.00,FCLGA1151-2,54,1,2,1,3200,NA
3342,Intel Core2 Extreme X9650 @ 3.00GHz,Desktop,Nov 2008,"2,434","1,263",$859.99*,LGA775,130,1,4,1,3000,NA
3343,T700-Unisoc,Mobile/Embedded,Oct 2021,"2,434","1,016",NA,Unknown,NA,1,8,1,1820,NA
3344,AMD Athlon II X4 651 Quad-Core,Desktop,Feb 2012,"2,433","1,269",$149.95*,FM1,100,1,4,1,3000,NA
3345,Intel Atom C3558 @ 2.20GHz,Server,Nov 2017,"2,431",856,$86.00*,FCBGA1310,16,1,4,1,2200,NA
3347,AArch64 rev 2 (aarch64),Mobile/Embedded,Feb 2021,"2,430",907,NA,Unknown,NA,1,8,1,2189,NA
3346,Intel Xeon X5450 @ 3.00GHz,Server,Feb 2009,"2,430","1,263",$59.01*,LGA771,120,1,4,1,3000,NA
3348,Qualcomm SDM630,Mobile/Embedded,Feb 2024,"2,429",631,NA,Unknown,NA,1,8,1,2208,NA
3349,Unisoc UIS7861,Mobile/Embedded,Jan 2026,"2,428","1,006",NA,Unknown,NA,1,8,1,1612,NA
3350,AMD Phenom II X4 B95,Desktop,Jan 2010,"2,427","1,243",$58.02*,AM3,95,1,4,1,3000,NA
3351,Intel Core i7-2620M @ 2.70GHz,Laptop,Jan 2011,"2,426","1,455",$209.95*,BGA1023,35,1,2,2,2700,3400
3352,Intel Core i5-4350U @ 1.40GHz,Laptop,Jan 2013,"2,425","1,585",NA,BGA1168,15,1,2,2,1400,2900
3353,Intel Xeon X3360 @ 2.83GHz,Server,Apr 2009,"2,424","1,238",$39.99*,LGA775,95,1,4,1,2830,NA
3354,AMD A12-9700P,Laptop,Aug 2016,"2,423","1,211",NA,FP4,15,1,4,1,2500,3400
3355,Samsung Exynos,Mobile/Embedded,Jul 2023,"2,423",868,NA,Unknown,NA,1,8,1,2100,NA
3356,AMD A8-3850 APU,Desktop,Jun 2011,"2,421","1,223",$75.00*,FM1,100,1,4,1,2900,NA
3357,AMD Phenom II X4 945,Desktop,Apr 2009,"2,419","1,235",$44.04*,AM3,125,1,4,1,3000,NA
3358,Intel Core i3-3245 @ 3.40GHz,Desktop,Jan 2013,"2,419","1,786",$144.00,LGA1155,55,1,2,2,3400,NA
3360,AMD Athlon II X4 553,Desktop,Jan 2011,"2,418","1,204",NA,Unknown,NA,1,4,1,3000,NA
3359,ARM Cortex-A78AE 6 Core 1510 MHz,Unknown,Oct 2024,"2,418",825,NA,Unknown,NA,1,6,1,1510,NA
3361,AMD Phenom II X4 B35,Desktop,Nov 2009,"2,417","1,192",NA,AM2+/AM3,NA,1,4,1,2900,NA
3362,Intel Xeon L3360 @ 2.83GHz,Server,May 2012,"2,412","1,224",$89.23*,LGA775,65,1,4,1,2830,NA
3363,MT8395AV-ZA,Mobile/Embedded,Mar 2023,"2,410","1,200",NA,Unknown,NA,1,8,1,2200,NA
3364,"ARM Phytium,D2000-8 8 Core 2000 MHz",Mobile/Embedded,May 2023,"2,409",513,NA,Unknown,NA,1,8,1,2000,NA
3365,"Qualcomm Technologies, Inc SDM665",Mobile/Embedded,Feb 2021,"2,409",894,NA,Unknown,NA,1,8,1,2016,NA
3366,ARM FTC663 8 Core 0 MHz,Unknown,Dec 2024,"2,408",518,NA,Unknown,NA,1,8,1,0,NA
3367,Intel Pentium G4500T @ 3.00GHz,Desktop,Mar 2016,"2,399","1,865",NA,FCLGA1151,35,1,2,1,3000,NA
3369,Intel Core i5-2560M @ 2.70GHz,Laptop,Jun 2014,"2,397","1,437",NA,Unknown,NA,1,2,2,2700,3400
3368,Intel Core i5-660 @ 3.33GHz,Desktop,Dec 2009,"2,397","1,428",$149.95*,LGA1156,73,1,2,2,3330,3600
3370,AMD 3020e,Laptop,Jun 2020,"2,394","1,379",NA,Unknown,6,1,2,1,1200,2600
3371,Intel Xeon X3363 @ 2.83GHz,Server,Oct 2013,"2,392","1,238",$87.60*,LGA771,80,1,4,1,2830,NA
693,Intel Xeon X5260 @ 3.33GHz,Server,Mar 2009,"2,389",NA,$26.00*,LGA771,80,2,2,1,3330,NA
3372,Intel Core i5-661 @ 3.33GHz,Desktop,Jan 2010,"2,387","1,382",$80.00*,LGA1156,87,1,2,2,3330,3600
3373,Apple A8X,Mobile/Embedded,Feb 2021,"2,386",933,NA,Unknown,NA,1,3,1,1500,NA
3374,ARM Neoverse-N1 3 Core 0 MHz,Unknown,Sep 2024,"2,385","1,318",NA,Unknown,NA,1,3,1,0,NA
3375,Intel Core i7-3517UE @ 1.70GHz,Laptop,Jun 2012,"2,384","1,433",NA,BGA1023,17,1,2,2,1700,2800
3376,ARM Cortex-A76 4 Core 2700 MHz,Mobile/Embedded,Feb 2024,"2,383","1,169",NA,Unknown,NA,1,4,1,2700,NA
3378,AMD Opteron 4170 HE,Server,Dec 2010,"2,382",476,$329.95*,C32,65,1,6,1,2100,NA
3377,Mediatek MT8768N,Mobile/Embedded,Mar 2024,"2,382",669,NA,Unknown,NA,1,8,1,2200,NA
3379,AMD Athlon II X4 645,Desktop,Oct 2010,"2,378","1,259",$64.04*,AM3,95,1,4,1,3100,NA
3380,AMD Phenom II X4 977,Desktop,Dec 2012,"2,377","1,368",NA,Unknown,95,1,4,1,3200,NA
3382,Intel Celeron G4900 @ 3.10GHz,Desktop,Jun 2018,"2,374","1,840",$90.87,FCLGA1151-2,54,1,2,1,3100,NA
3381,MediaTek MT6771V-WT,Mobile/Embedded,Jan 2021,"2,374",897,NA,Unknown,NA,1,8,1,2106,NA
3383,Intel Core2 Quad Q9550 @ 2.83GHz,Desktop,Nov 2008,"2,373","1,216",$323.00,LGA775,95,1,4,1,2830,NA
3384,ARM Kryo-3XX-Gold 8 Core 1766 MHz,Unknown,Apr 2025,"2,372",870,NA,Unknown,NA,1,8,1,1766,NA
3385,AMD A8-3870K APU,Desktop,Dec 2011,"2,370","1,221",$234.79*,FM1,100,1,4,1,3000,NA
3386,DG1201SLF87HW,Unknown,Apr 2024,"2,369",567,NA,Unknown,NA,1,8,1,0,NA
3387,ARM - 2 Core 0 MHz,Mobile/Embedded,Jun 2023,"2,368","2,283",NA,Unknown,NA,1,2,1,0,NA
3389,AMD Phenom II X4 840T,Desktop,Nov 2010,"2,367","1,273",$58.02*,AM2+/AM3,95,1,4,1,2900,3200
3388,Intel Xeon E5-2403 @ 1.80GHz,Server,Jan 2012,"2,367",802,$14.99*,LGA 1356,80,1,4,1,1800,NA
3390,Intel Xeon E5440 @ 2.83GHz,Server,Feb 2009,"2,367","1,224",$37.99*,LGA771,80,1,4,1,2830,NA
3391,AMD Phenom II X4 940,Desktop,Jan 2009,"2,366","1,211",$211.77*,AM2+,125,1,4,1,3000,NA
3392,Intel Core i7-860S @ 2.53GHz,Desktop,Apr 2011,"2,365","1,234",$100.00*,LGA1156,82,1,4,2,2530,3460
3393,Intel Atom T5700 @ 1.70GHz,Laptop,Jul 2018,"2,363",906,NA,Unknown,NA,1,4,1,1700,2400
3394,Intel Celeron G5905T @ 3.30GHz,Desktop,May 2021,"2,356","1,880",$42.00*,FCLGA1200,35,1,2,1,3300,NA
3395,Intel Pentium 6405U @ 2.40GHz,Laptop,May 2020,"2,355","1,356",$161.00*,FCBGA1528,15,1,2,2,2400,NA
3396,AMD Phenom II X4 960T,Desktop,Jun 2011,"2,353","1,293",$52.02*,AM3,95,1,4,1,3000,3400
3398,Intel Core i3-3240 @ 3.40GHz,Desktop,Mar 2012,"2,353","1,774",$41.00*,LGA1155,55,1,2,2,3400,NA
3397,MediaTek MT6768V-CA,Mobile/Embedded,Jan 2021,"2,353","1,056",NA,Unknown,NA,1,8,1,2000,NA
3399,Intel Core i7-3537U @ 2.00GHz,Laptop,Jan 2013,"2,351","1,437",NA,BGA1023,17,1,2,2,2000,3100
3400,Intel Core i3-6102E @ 1.90GHz,Laptop,Aug 2019,"2,349","1,068",$225.00*,FCBGA1440,25,1,2,2,1900,NA
3401,ARM Cortex-X1 4 Core 1803 MHz,Unknown,Aug 2025,"2,348","1,159",NA,Unknown,NA,1,4,2,1803,NA
3402,Intel Core m5-6Y57 @ 1.10GHz,"Laptop, Mobile/Embedded",Dec 2015,"2,347","1,334",NA,FCBGA1515,7,1,2,2,1100,2800
3403,Intel Core m7-6Y75 @ 1.20GHz,"Laptop, Mobile/Embedded",Nov 2015,"2,346","1,343",NA,FCBGA1515,7,1,2,2,1200,3100
3404,Intel Core i5-2540M @ 2.60GHz,Laptop,Dec 2010,"2,344","1,388",$65.00*,BGA1023,35,1,2,2,2600,3300
3405,AMD Opteron 4130,Server,May 2016,"2,342","1,116",$189.95*,F (1207),95,1,4,1,2600,3200
3406,ARM Cortex-A76 4 Core 2500 MHz,Unknown,Jan 2025,"2,342","1,104",NA,Unknown,NA,1,4,1,2500,NA
3407,AMD Phenom II X4 B40,Desktop,Feb 2010,"2,341","1,241",NA,Unknown,NA,1,4,1,3000,NA
3408,Intel Celeron G3950 @ 3.00GHz,Desktop,Mar 2017,"2,336","1,842",$143.00*,FCLGA1151,51,1,2,1,3000,NA
3409,Intel Xeon E5-2603 @ 1.80GHz,Server,Jan 2012,"2,335",869,$404.40*,LGA 2011,80,1,4,1,1800,NA
3410,Intel Celeron G3920 @ 2.90GHz,Desktop,Jun 2016,"2,333","1,771","$1,083.82*",FCLGA1151,51,1,2,1,2900,NA
3411,Intel Xeon E5472 @ 3.00GHz,Server,Mar 2009,"2,333","1,223",$20.04*,LGA771,80,1,4,1,3000,NA
3412,Intel Xeon X5365 @ 3.00GHz,Server,Mar 2009,"2,331","1,223",$129.95*,LGA771,150,1,4,1,3000,NA
3413,Intel Pentium G4400T @ 2.90GHz,Desktop,Oct 2015,"2,328","1,745",$75.00*,FCLGA1151,35,1,2,1,2900,NA
3414,AMD Phenom II X4 B45,Desktop,Sep 2009,"2,327","1,231",NA,Unknown,NA,1,4,1,3100,NA
3415,ARM Cortex-A76 4 Core 2600 MHz,Mobile/Embedded,Feb 2024,"2,327","1,135",NA,Unknown,NA,1,4,1,2600,NA
3416,ARM Cortex-X1 4 Core 0 MHz,Unknown,Aug 2025,"2,326","1,118",NA,Unknown,NA,1,4,2,0,NA
3418,Intel Core2 Quad Q9705 @ 3.16GHz,Unknown,May 2010,"2,324",NA,NA,LGA775,95,1,4,1,3160,NA
3417,Intel Xeon X3430 @ 2.40GHz,Server,Nov 2009,"2,324","1,042",$165.23*,LGA1156,95,1,4,1,2400,2800
3419,AMD A10-9600P,Laptop,Jun 2016,"2,320","1,133",NA,FP4,15,1,4,1,2300,3200
3420,Intel Xeon L5520 @ 2.27GHz,Server,Mar 2010,"2,319","1,019",$29.00*,LGA1366,60,1,4,2,2270,2536
3422,Intel Atom C2758 @ 2.40GHz,"Laptop, Mobile/Embedded",Jul 2015,"2,317",571,$214.86*,BGA 1283,20,1,8,1,2400,NA
3421,"Qualcomm Technologies, Inc SM6125",Mobile/Embedded,Feb 2021,"2,317",885,NA,Unknown,NA,1,8,1,2016,NA
3423,Intel Core i5-4210U @ 1.70GHz,Laptop,Jun 2014,"2,314","1,373",NA,FCBGA1168,15,1,2,2,1700,2700
3424,AMD Athlon II X4 641 Quad-Core,Desktop,Mar 2012,"2,313","1,189",$11.78*,FM1,100,1,4,1,2800,NA
3425,Intel Pentium J4205 @ 1.50GHz,Desktop,Oct 2016,"2,311",902,NA,FCBGA1296,10,1,4,1,1500,2600
3426,Intel Core i5-4260U @ 1.40GHz,Laptop,May 2014,"2,309","1,458",NA,FCBGA1168,15,1,2,2,1400,2700
3428,Intel Core i3-2140 @ 3.50GHz,Unknown,Feb 2013,"2,307","1,535",NA,Unknown,65,1,2,2,3500,NA
3427,Intel Core i7-4550U @ 1.50GHz,Laptop,Feb 2014,"2,307","1,305",NA,BGA1168,15,1,2,2,1500,3000
3429,AMD A8-6500B APU,Desktop,Apr 2014,"2,306","1,235",$49.95*,FM2,65,1,2,2,3500,4100
3430,MT6768,Mobile/Embedded,Nov 2025,"2,305",862,NA,Unknown,NA,1,8,1,2000,NA
3431,AMD Phenom II X4 B70,Desktop,Jun 2016,"2,303","1,209",NA,AM2+ (938-pin),65,1,4,1,3500,NA
3432,AMD A10-6700T APU,Desktop,Jun 2014,"2,299","1,290",$88.02*,FM2,45,1,2,2,2500,3500
3433,MT6771V-WL,Mobile/Embedded,May 2021,"2,299",886,NA,Unknown,NA,1,8,1,1989,NA
3434,Intel Core2 Extreme Q6800 @ 2.93GHz,Desktop,Dec 2008,"2,292","1,158","$1,125.00*",LGA775,75,1,4,1,2930,NA
3435,Intel Xeon X3350 @ 2.66GHz,Server,Dec 2008,"2,291","1,160",$59.99*,LGA775,95,1,4,1,2660,NA
3436,ARM Cortex-A72 4 Core 2208 MHz,Unknown,Sep 2024,"2,290",623,NA,Unknown,NA,1,4,2,2208,NA
3437,Intel Celeron G4930T @ 3.00GHz,Desktop,Jul 2020,"2,287","1,773",$42.00*,FCLGA1151,35,1,2,1,3000,NA
3438,MediaTek MT6771V-WM,Mobile/Embedded,Feb 2021,"2,286",807,NA,Unknown,NA,1,8,1,1807,NA
3439,Samsung Exynos 9610,Mobile/Embedded,Jan 2021,"2,286",952,NA,Unknown,NA,1,8,1,2314,NA
3441,Intel Pentium 1403 v2 @ 2.60GHz,Server,Sep 2018,"2,284","1,391",NA,Unknown,80,1,2,1,2600,NA
3440,Mediatek MT8791V-TZA,Mobile/Embedded,Jun 2025,"2,284","1,349",NA,Unknown,NA,1,8,1,2600,NA
3443,AMD Opteron 3260 HE,Server,Nov 2012,"2,283",900,NA,AM3+,45,1,2,2,2700,3000
3442,Intel Xeon X3353 @ 2.66GHz,Server,Apr 2014,"2,283","1,168",$73.50*,LGA775,80,1,4,1,2660,NA
3444,Intel Core i3-3225 @ 3.30GHz,Desktop,Sep 2012,"2,280","1,706",$167.00,LGA1155,55,1,2,2,3300,NA
3446,AMD Athlon II X4 640,Desktop,Jun 2010,"2,278","1,213",$68.02*,AM3,95,1,4,1,3000,NA
3445,AMD Athlon X4 730,Desktop,Feb 2022,"2,278",937,NA,FM2,65,1,2,2,2800,3200
3447,Intel Core i3-3220 @ 3.30GHz,Desktop,Aug 2012,"2,276","1,715",$100.00,LGA1155,55,1,2,2,3300,NA
3448,Intel Core i3-6006U @ 2.00GHz,Laptop,Dec 2016,"2,274","1,146",NA,FCBGA1356,15,1,2,2,2000,NA
3449,Mediatek MT8768CX,Mobile/Embedded,Aug 2024,"2,274",643,NA,Unknown,NA,1,8,1,2200,NA
3451,Intel Core m5-6Y54 @ 1.10GHz,"Laptop, Mobile/Embedded",Dec 2015,"2,272","1,287",NA,FCBGA1515,7,1,2,2,1100,2700
3450,Unisoc ums9230,Mobile/Embedded,Nov 2021,"2,272",908,NA,Unknown,NA,1,8,1,1612,NA
3453,AOSP ranchu,Mobile/Embedded,May 2024,"2,270","1,725",NA,Unknown,NA,1,4,1,0,NA
3452,ARM - 8 Core 2208 MHz,Unknown,Aug 2024,"2,270",607,NA,Unknown,NA,1,8,1,2208,NA
3454,Intel Core i7-940XM @ 2.13GHz,Laptop,Jul 2010,"2,269","1,124",NA,PGA988,55,1,4,2,2130,3330
3455,AMD Phenom II X4 925,Desktop,Mar 2009,"2,264","1,143",$20.76*,AM3,95,1,4,1,2800,NA
3456,Intel Xeon E3-1220L @ 2.20GHz,Server,May 2011,"2,263","1,584",NA,LGA1155,20,1,2,2,2200,3400
3458,AMD Athlon II X4 638 Quad-Core,Desktop,Apr 2015,"2,260","1,158",$62.85*,FM1,65,1,4,1,2700,NA
3457,Intel Xeon L5430 @ 2.66GHz,Server,Feb 2014,"2,260","1,154",$219.00*,LGA771,50,1,4,1,2660,NA
3459,Intel Core i5-650 @ 3.20GHz,Desktop,Jan 2010,"2,257","1,356",$59.95*,LGA1156,73,1,2,2,3200,3460
3460,Intel Xeon E5430 @ 2.66GHz,Server,Feb 2009,"2,256","1,159",$229.95*,LGA771,80,1,4,1,2660,NA
3461,Intel Pentium 4417U @ 2.30GHz,Laptop,Mar 2019,"2,253","1,290",$161.00*,FCBGA1356,15,1,2,2,2300,NA
3462,Intel Pentium 4415U @ 2.30GHz,Laptop,Mar 2017,"2,252","1,279",NA,BGA1356,15,1,2,2,2300,NA
3464,mt6779,Mobile/Embedded,Aug 2022,"2,251",674,NA,Unknown,NA,1,8,1,2200,NA
3463,"Qualcomm Technologies, Inc BENGAL-IOT",Mobile/Embedded,May 2022,"2,251",805,NA,Unknown,NA,1,8,1,2016,NA
3465,AMD Athlon II X4 635,Desktop,Feb 2010,"2,250","1,170",$17.11*,AM3,95,1,4,1,2900,NA
3467,Intel Core i5-3427U @ 1.80GHz,Laptop,Jun 2012,"2,250","1,358",$420.05*,BGA1023,17,1,2,2,1800,2800
3466,Intel Core2 Extreme Q6850 @ 3.00GHz,Desktop,Nov 2008,"2,250","1,200","$1,495.95*",LGA775,130,1,4,1,3000,NA
3468,Intel Celeron G3930 @ 2.90GHz,Desktop,Feb 2017,"2,249","1,764",$78.00*,FCLGA1151,51,1,2,1,2900,NA
3469,MediaTek MT6797X,Mobile/Embedded,Feb 2021,"2,248",575,NA,Unknown,NA,1,10,1,1547,NA
3471,Intel Celeron G4900T @ 2.90GHz,Desktop,Mar 2018,"2,247","1,741",$59.95*,FCLGA1151-2,35,1,2,1,2900,NA
3470,Intel Core2 Quad Q9500 @ 2.83GHz,Desktop,May 2010,"2,247","1,214",$49.01*,LGA775,95,1,4,1,2830,NA
3472,Intel Celeron N6211 @ 1.20GHz,Mobile/Embedded,Apr 2021,"2,245","1,586",$54.00*,FCBGA1493,6.5,1,2,1,1200,3000
3473,Intel Core i5-2520M @ 2.50GHz,Laptop,Mar 2011,"2,244","1,349",$33.87*,PGA988B,35,1,2,2,2500,3200
3474,Intel Xeon X5472 @ 3.00GHz,Server,Mar 2009,"2,243","1,209",$225.00*,LGA771,120,1,4,1,3000,NA
3475,AMD Phenom II X4 920,Desktop,Jan 2009,"2,242","1,143",$27.89*,AM2+,125,1,4,1,2800,NA
3478,AMD PRO A10-8730B,Laptop,Dec 2016,"2,239","1,113",NA,FP4,15,1,4,1,2400,3300
3476,Intel Celeron J3455 @ 1.50GHz,Desktop,Oct 2016,"2,239",813,$349.00*,FCBGA1296,10,1,4,1,1500,2300
3477,Intel Core i5-8200Y @ 1.30GHz,Laptop,Dec 2018,"2,239","1,332",$291.00*,FCBGA1515,5,1,2,2,1300,3900
3479,AMD A10-8700P,Laptop,Jul 2015,"2,238","1,160",NA,FP4,35,1,2,2,1800,3200
3480,"Qualcomm Technologies, Inc SDM662",Mobile/Embedded,May 2021,"2,237",938,NA,Unknown,NA,1,8,1,2016,NA
3481,Intel Pentium 5405U @ 2.30GHz,Laptop,Apr 2019,"2,235","1,281",$161.00*,FCBGA1528,15,1,2,2,2300,NA
3482,MT6769V,Mobile/Embedded,Oct 2022,"2,229","1,060",NA,Unknown,NA,1,8,1,2000,NA
3483,MT6969T,Mobile/Embedded,Jun 2021,"2,228","1,125",NA,Unknown,NA,1,8,1,2000,NA
3484,AMD Phenom FX-7750 Quad-Core,Desktop,Feb 2012,"2,227",NA,NA,AM2+,95,1,4,1,2700,NA
3485,Intel Core i3-3210 @ 3.20GHz,Desktop,Jan 2013,"2,225","1,698",$159.00*,LGA1155,55,1,2,2,3200,NA
3486,ARM Kryo-3XX-Gold 4 Core 1766 MHz,Unknown,Jul 2024,"2,222",877,NA,Unknown,NA,1,4,2,1766,NA
3487,Intel Celeron G3930TE @ 2.70GHz,Desktop,Aug 2019,"2,218","1,706",$42.00*,FCLGA1151,35,1,2,1,2700,NA
3488,Intel Core i3-5020U @ 2.20GHz,Laptop,Sep 2015,"2,218","1,263",$459.00*,FCBGA1168,15,1,2,2,2200,NA
3489,AMD A6-3670 APU,Desktop,Jan 2012,"2,216","1,145",$54.95*,FM1,100,1,4,1,2700,NA
3490,Intel Atom x7211RE,Mobile/Embedded,Jan 2025,"2,214","1,339",$42.00*,FCBGA1264,6,1,2,1,1000,3200
3491,Intel Xeon E5462 @ 2.80GHz,Server,Feb 2009,"2,213","1,168",$226.00*,LGA771,80,1,4,1,2800,NA
3492,AMD PRO A8-9600B,Laptop,Jan 2017,"2,209","1,160",NA,FP4,15,1,4,1,2400,3300
3493,ARM Cortex-A72 8 Core 2016 MHz,Unknown,May 2025,"2,208",591,NA,Unknown,NA,1,8,1,2016,NA
3494,"Qualcomm Technologies, Inc SDM636",Mobile/Embedded,Feb 2021,"2,206",818,NA,Unknown,NA,1,8,1,1805,NA
3495,AMD Phenom II X4 973,Desktop,Aug 2010,"2,204","1,180",NA,Unknown,NA,1,4,1,3200,NA
3496,ARM Cortex-A72 4 Core 2016 MHz,Unknown,Aug 2024,"2,204",596,NA,Unknown,NA,1,4,2,2016,NA
3497,Intel Core2 Quad Q9450 @ 2.66GHz,Desktop,Nov 2008,"2,203","1,127",$35.70*,LGA775,95,1,4,1,2660,NA
3498,Intel Pentium G3440 @ 3.30GHz,Desktop,Jul 2014,"2,202","1,917",$51.55*,LGA1150,53,1,2,1,3300,NA
3499,hi6250,Mobile/Embedded,Dec 2025,"2,200",660,NA,Unknown,NA,1,8,1,2112,NA
3500,AMD PRO A8-8600B,Laptop,Nov 2015,"2,199","1,096",NA,BGA (FP4),15,1,4,1,1600,3000
3501,Intel Xeon L5506 @ 2.13GHz,Server,Feb 2011,"2,198",NA,$118.00*,LGA1366,60,1,4,1,2130,NA
3502,Intel Core i7-3555LE @ 2.50GHz,Laptop,Jun 2012,"2,195","1,340",NA,BGA1023,25,1,2,2,2500,3200
3503,Intel Celeron J3455E @ 1.50GHz,Desktop,Aug 2020,"2,193",846,NA,FCBGA1296,10,1,4,1,1500,2300
3504,Intel Core i3-21050 @ 3.10GHz,Unknown,Apr 2019,"2,193","1,429",NA,Unknown,NA,1,2,2,3100,NA
3505,Intel Celeron G5900T @ 3.20GHz,Desktop,Oct 2021,"2,192","1,713",$42.00*,FCLGA1200,35,1,2,1,3200,NA
3506,MediaTek G70 (MT6769V-WB),Mobile/Embedded,Feb 2021,"2,192","1,118",NA,Unknown,NA,1,8,1,2000,NA
3508,Intel Pentium G3450 @ 3.40GHz,Desktop,Jul 2014,"2,191","1,889",$115.10,FCLGA1150,53,1,2,1,3400,NA
3507,MT6797M,Mobile/Embedded,Feb 2021,"2,191",907,NA,Unknown,NA,1,10,1,1846,NA
3509,Intel Pentium G4400TE @ 2.40GHz,Laptop,Jun 2018,"2,190","1,481",$64.00*,FCLGA1151,35,1,2,1,2400,NA
3510,Allwinner A527,Mobile/Embedded,Jul 2023,"2,187",661,NA,Unknown,NA,1,8,1,1992,NA
3511,Mediatek MT6765V-WA,Mobile/Embedded,May 2024,"2,186",675,NA,Unknown,NA,1,8,1,2301,NA
3512,AMD Opteron 1385,Server,Aug 2014,"2,185","1,076",$45.00*,"AM2+,AM3",115,1,4,1,2700,NA
3514,AMD A8-3820 APU,Desktop,Jan 2012,"2,181","1,127",$44.95*,FM1,65,1,4,1,2500,2800
3513,QEMU Virtual version 8.2.0,Unknown,Dec 2025,"2,181","2,251",NA,Unknown,NA,1,1,1,0,NA
3515,ARM Cortex-A76 4 Core 2400 MHz,Mobile/Embedded,Nov 2023,"2,179","1,050",NA,Unknown,NA,1,4,1,2400,NA
3516,Intel Core i5-4200U @ 1.60GHz,Laptop,Jan 2013,"2,176","1,281",NA,BGA1168,15,1,2,2,1600,2600
3518,Intel Atom C2750 @ 2.41GHz,Server,Jun 2015,"2,174",291,NA,BGA 1283,20,1,8,1,2410,2600
3517,Intel Core m3-6Y30 @ 0.90GHz,Laptop,Oct 2015,"2,174","1,168",$281.00*,FCBGA1515,4.5,1,2,2,900,2200
3519,AMD Athlon II X4 630,Desktop,Aug 2009,"2,173","1,132",$29.98*,AM3,95,1,4,1,2800,NA
3520,Intel Core i5-3437U @ 1.90GHz,Laptop,Jan 2013,"2,170","1,340",NA,BGA1023,17,1,2,2,1900,2900
3521,AMD PRO A10-8700B,Laptop,Nov 2015,"2,168","1,098",NA,BGA (FP4),15,1,2,2,1800,3200
694,Intel Xeon @ 2.20GHz,Server,Mar 2018,"2,167","1,177",NA,PPGA603,61,4,1,1,2200,NA
3522,Samsung Exynos 7420,Mobile/Embedded,Jul 2021,"2,164",833,NA,Unknown,NA,1,8,1,2400,NA
3523,Intel Core2 Quad Q9400 @ 2.66GHz,Desktop,Nov 2008,"2,160","1,140",$25.05*,LGA775,95,1,4,1,2660,NA
3524,AMD Phenom II X4 B93,Desktop,Dec 2010,"2,159","1,142",NA,AM3,95,1,4,1,2800,NA
3525,AMD A8-7200P,Laptop,Jul 2015,"2,158","1,039",NA,FP3,35,1,4,1,2400,3300
3526,AMD A8-7690K,Desktop,May 2023,"2,157","1,441",NA,FM2+,95,1,4,1,3700,NA
3527,Intel Pentium N4200 @ 1.10GHz,Laptop,Nov 2016,"2,157",850,$228.71*,FCBGA1296,6,1,4,1,1100,2500
3528,Intel Celeron G3900 @ 2.80GHz,Desktop,Feb 2016,"2,156","1,677",$39.71*,FCLGA1151,51,1,2,1,2800,NA
3530,AMD FirePro A320 APU,Desktop,Aug 2016,"2,153","1,193",NA,FM2,100,1,4,1,3800,4200
3529,"Qualcomm Technologies, Inc SDM460",Mobile/Embedded,Feb 2021,"2,153",747,NA,Unknown,NA,1,8,1,1804,NA
3531,Intel Core2 Quad Q9505 @ 2.83GHz,Desktop,Nov 2009,"2,152","1,185",$49.99*,LGA775,95,1,4,1,2830,NA
3533,Intel Core i3-5010U @ 2.10GHz,Laptop,Jan 2015,"2,151","1,207",$299.86*,FCBGA1168,15,1,2,2,2100,NA
3532,Qualcomm SDM439,Mobile/Embedded,Nov 2023,"2,151",599,NA,Unknown,NA,1,8,1,2016,NA
3534,AMD Phenom II X4 910e,Desktop,May 2010,"2,144","1,068",$69.90*,AM3,65,1,4,1,2600,NA
3535,Intel Xeon L5420 @ 2.50GHz,Server,Feb 2009,"2,143","1,100",$27.50*,LGA771,50,1,4,1,2500,NA
3536,QTI MSM8937,Mobile/Embedded,Sep 2023,"2,142",606,NA,Unknown,NA,1,8,1,2016,NA
3537,"Qualcomm Technologies, Inc APQ8053",Mobile/Embedded,Jul 2021,"2,139",565,NA,Unknown,NA,1,8,1,2016,NA
3539,"Qualcomm Technologies, Inc MSM8976SG",Mobile/Embedded,Mar 2021,"2,139",763,NA,Unknown,NA,1,8,1,1958,NA
3538,"Qualcomm Technologies, Inc SM4250",Mobile/Embedded,Feb 2021,"2,139",735,NA,Unknown,NA,1,8,1,1804,NA
3540,AMD A10-7400P,Laptop,Dec 2014,"2,134","1,036",NA,FP3,35,1,4,1,2500,3400
3541,MediaTek MT6763V-CE,Mobile/Embedded,Feb 2021,"2,130","1,104",NA,Unknown,NA,1,8,1,2000,NA
3542,Intel Atom x6414RE @ 1.50GHz,Mobile/Embedded,May 2023,"2,128",721,$55.00*,FCBGA1493,9,1,4,1,1500,NA
3543,Intel Core i5-4250U @ 1.30GHz,Laptop,Jan 2013,"2,128","1,317",$349.00*,BGA1168,15,1,2,2,1300,2600
3544,Common KVM v2,Unknown,Apr 2024,"2,127","2,566",NA,Unknown,NA,1,1,1,0,NA
